"","date","cycle","amount","recipcode","occupation","employer","orgname","contribid"
"6983","08/18/2005",2006,250,"RP","SALESMAN","MORGAN STANLEY","Morgan Stanley","h10013578581"
"6984","10/06/2005",2006,350,"RP","I. T. MANAGER","BANK OF AMERICA","Bank of America","h3001398637 "
"6985","03/29/2005",2006,300,"RP","REGIONAL MANAGER","WELLS FARGO","Wells Fargo","e1110667792 "
"6986","02/11/2005",2006,300,"RP","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","g1101161050 "
"6987","12/22/2005",2006,2000,"PI","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","i3003489299 "
"6988","10/24/2006",2006,400,"RL","BANKER","BANK OF AMERICA","Bank of America","i3003961877 "
"6989","01/26/2005",2006,300,"RP","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","g1101161050 "
"6990","10/03/2006",2006,1000,"DP","STOCKBROKER","MORGAN STANLEY","Morgan Stanley","a0000401820 "
"6991","11/15/2005",2006,1000,"DL","TRADER","MORGAN STANLEY","Morgan Stanley","i3003472672 "
"6992","08/13/2006",2006,1000,"DP","GLOBAL WEALTH MANAGEMENT","MORGAN STANLEY","Morgan Stanley","i3003771923 "
"6993","08/25/2006",2006,750,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003848332 "
"6994","04/19/2005",2006,275,"RP","MANAGING DIRECTOR","BANK OF AMERICA","Bank of America","h3002141348 "
"6995","10/26/2005",2006,1000,"DW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","i3003516511 "
"6996","12/30/2005",2006,2000,"PI","EXECUTIVE","GOLDMAN SACHS","Goldman Sachs","f1000251920 "
"6997","03/24/2005",2006,4000,"RP","FINANCE","MORGAN STANLEY","Morgan Stanley","h1001201111 "
"6998","11/14/2005",2006,750,"RP","CLERICAL","BANK OF AMERICA","Bank of America","i3003457638 "
"6999","01/23/2006",2006,5000,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1001324684 "
"7000","06/30/2006",2006,1000,"DL","MANAGER","JP MORGAN","JPMorgan Chase & Co","h3002134680 "
"7001","03/09/2006",2006,1000,"DL","INVESTOR","MORGAN STANLEY","Morgan Stanley","i3003565822 "
"7002","04/07/2006",2006,300,"RL","INVESTMENT MANAGEMENT","GOLDMAN SACHS","Goldman Sachs","i3003747531 "
"7003","09/01/2006",2006,1000,"RP","INVESTMENT ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003805683 "
"7004","02/02/2005",2006,220,"RP","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","i3003106588 "
"7005","03/21/2006",2006,1000,"PI","INVESTMENT ADVISOR","GOLDMAN SACHS","Goldman Sachs","i3003622593 "
"7006","06/22/2005",2006,200,"DW","COMMUNITY DEVELOPMENT","WELLS FARGO","Wells Fargo","h1001221050 "
"7007","08/28/2006",2006,1000,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003848657 "
"7008","04/26/2005",2006,1000,"RP","INVESTMENTS","MERRILL LYNCH","Merrill Lynch","a0000394915 "
"7009","09/27/2005",2006,1000,"RP","VP","MORGAN STANLEY","Morgan Stanley","h3001775373 "
"7010","08/28/2006",2006,1000,"RP","INVESTMENT ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003805683 "
"7011","08/16/2005",2006,25000,"RP","BANKER","GOLDMAN SACHS","Goldman Sachs","h1001456408 "
"7012","04/22/2005",2006,1405,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1001343848 "
"7013","03/04/2005",2006,1000,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","f1000694474 "
"7014","11/02/2006",2006,1000,"RW","INVESTMENT BANKING","BANK OF AMERICA","Bank of America","f0000035026 "
"7015","07/05/2005",2006,1000,"RP","BRANCH MANAGER","MORGAN STANLEY","Morgan Stanley","h3001841504 "
"7016","12/31/2005",2006,1000,"PI","INVESTMENT BANKER","MERRILL LYNCH","Merrill Lynch","i3003543775 "
"7017","01/14/2005",2006,1000,"RP","MANAGER","MERRILL LYNCH","Merrill Lynch","a0001697076 "
"7018","09/15/2005",2006,1000,"RW","RESEARCH ANALYST","MORGAN STANLEY","Morgan Stanley","c0180491621 "
"7019","09/30/2005",2006,200,"RL","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","b0060703719 "
"7020","06/14/2006",2006,200,"RL","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3004148940 "
"7021","10/27/2006",2006,1000,"RL","BANKER","KEY BANK","KeyCorp","c0120252936 "
"7022","05/18/2006",2006,200,"RL","INVESTMENT PROFESSIONAL","MERRILL LYNCH","Merrill Lynch","i3003786017 "
"7023","11/22/2005",2006,300,"DP","INVESTMENTS","WELLS FARGO","Wells Fargo","h1001402158 "
"7024","02/07/2006",2006,5000,"PI","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","f0000144126 "
"7025","06/03/2006",2006,400,"DL","BANKER","NORTHERN TRUST","Northern Trust","i3003717909 "
"7026","08/10/2006",2006,2000,"DW","BROKER","MORGAN STANLEY","Morgan Stanley","h3001448091 "
"7027","10/30/2006",2006,1000,"DW","TRAINING MANAGER","NORTHERN TRUST","Northern Trust","f1100294491 "
"7028","09/14/2006",2006,1000,"DW","VP - FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i3003866692 "
"7029","02/23/2006",2006,1000,"PI","SENIOR VICE PRESIDENT","BANK OF AMERICA","Bank of America","h3001494689 "
"7030","10/19/2005",2006,1000,"RP","BANKER","MERRILL LYNCH","Merrill Lynch","d0000885220 "
"7031","01/19/2006",2006,5000,"PI","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","f1000218373 "
"7032","10/30/2006",2006,1000,"DP","LAWYER","GOLDMAN SACHS","Goldman Sachs","h3001662024 "
"7033","01/25/2005",2006,1000,"RP","ANALYST","MORGAN STANLEY","Morgan Stanley","h3002110781 "
"7034","07/15/2006",2006,1000,"RL","COMPUTER PROGRAMMER","WELLS FARGO","Wells Fargo","h3001843403 "
"7035","07/13/2006",2006,1000,"RL","FIRST VICE PRESIDENT - INVEST","MERRILL LYNCH","Merrill Lynch","i0001275107 "
"7036","09/13/2006",2006,1000,"RL","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","h3001601868 "
"7037","04/26/2005",2006,1000,"RP","VICE PRESIDENT & SENIOR FINANCE ADVISO","MERRILL LYNCH","Merrill Lynch","g1100881855 "
"7038","09/15/2006",2006,200,"DP","SALESMAN","MERRILL LYNCH","Merrill Lynch","i3003817820 "
"7039","11/14/2005",2006,2000,"DP","BANKER","MORGAN STANLEY","Morgan Stanley","h3001652296 "
"7040","09/25/2006",2006,500,"RL","REGIONAL PRESIDENT","M&T BANK","M&T Bank","i3003916479 "
"7041","10/02/2006",2006,1000,"DW","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","g1101127867 "
"7042","09/19/2006",2006,1000,"PI","RESEARCH ANALYST","GOLDMAN SACHS","Goldman Sachs","i3003905344 "
"7043","08/24/2006",2006,450,"DP","TECHNOLOGIST","WELLS FARGO","Wells Fargo","h3001408873 "
"7044","02/01/2005",2006,10000,"DP","EXECUTIVE","JP MORGAN","JPMorgan Chase & Co","h1001287724 "
"7045","01/23/2006",2006,1000,"DP","VICE CHAIRMAN","GOLDMAN SACHS","Goldman Sachs","a0000435005 "
"7046","05/18/2006",2006,200,"RL","INVESTMENT PROFESSIONAL","MERRILL LYNCH","Merrill Lynch","i3003786017 "
"7047","02/22/2005",2006,1000,"RP","BANKER","BANK OF AMERICA","Bank of America","d0000666100 "
"7048","02/16/2005",2006,500,"DW","WEALTH ADVISOR","MORGAN STANLEY","Morgan Stanley","e1110792808 "
"7049","02/08/2005",2006,300,"DP","BANKER","MERRILL LYNCH","Merrill Lynch","i3003114898 "
"7050","11/04/2005",2006,2000,"DW","BROKER/SALES","GOLDMAN SACHS","Goldman Sachs","i3004207032 "
"7051","06/29/2006",2006,1000,"DW","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","U0000004329 "
"7052","09/21/2006",2006,500,"DW","BANKER","JP MORGAN","JPMorgan Chase & Co","g1100516684 "
"7053","12/28/2005",2006,2000,"DW","CHIEF ADMINISTRATIVE OFFICER","MORGAN STANLEY","Morgan Stanley","i3003545661 "
"7054","09/26/2005",2006,700,"DW","FLOOR TRADER","MORGAN STANLEY","Morgan Stanley","i3003388857 "
"7055","11/09/2005",2006,249,"DN","MARKETING - SVP","BANK OF AMERICA","Bank of America","i3003469673 "
"7056","03/07/2005",2006,2000,"DW","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","a0000951604 "
"7057","07/20/2005",2006,350,"RL","VICE PRESIDENT - INVESTMENTS,","MERRILL LYNCH","Merrill Lynch","i3003407348 "
"7058","02/14/2006",2006,500,"PI","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003553343 "
"7059","01/24/2005",2006,1000,"RW","SVP","BANK OF AMERICA","Bank of America","c0130117641 "
"7060","11/01/2006",2006,1000,"RW","INVESTMENT BANKER","JP MORGAN","JPMorgan Chase & Co","i3003953469 "
"7061","07/13/2005",2006,2100,"RW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","c0180491621 "
"7062","12/30/2005",2006,1000,"RW","RESEARCH ANALYST","MORGAN STANLEY","Morgan Stanley","c0180491621 "
"7063","03/02/2005",2006,1000,"RW","INVESTMENT BANKER","MERRILL LYNCH","Merrill Lynch","f1100179606 "
"7064","12/15/2005",2006,1500,"DW","MANAGING DIRECTOR","MERRILL LYNCH","Merrill Lynch","i3003532112 "
"7065","05/25/2006",2006,750,"RW","EXECUTIVE","BANK OF AMERICA","Bank of America","i3003683246 "
"7066","01/26/2005",2006,1000,"RP","VICE PRESIDENT & SENIOR FINANCE ADVISO","MERRILL LYNCH","Merrill Lynch","g1100881855 "
"7067","03/17/2005",2006,1000,"RW","STOCKBROKER","BANK OF AMERICA","Bank of America","h1001283165 "
"7068","04/25/2006",2006,500,"RW","BANK CONSULTANT","WELLS FARGO","Wells Fargo","i3003739235 "
"7069","11/04/2005",2006,2000,"DW","BROKER/SALES","GOLDMAN SACHS","Goldman Sachs","i3004207032 "
"7070","10/18/2006",2006,500,"DL","TRADER","MERRILL LYNCH","Merrill Lynch","i3003794987 "
"7071","09/15/2005",2006,1000,"RW","VICE PRESIDENT, BANKER","MERRILL LYNCH","Merrill Lynch","i3003308163 "
"7072","05/20/2006",2006,500,"RL","STOCK ANALYST","MORGAN STANLEY","Morgan Stanley","g1100565585 "
"7073","11/10/2005",2006,1000,"RW","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","i3003461872 "
"7074","06/21/2006",2006,1000,"RW","ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003746466 "
"7075","10/29/2005",2006,500,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h3001559235 "
"7076","10/23/2006",2006,500,"DW","RESIDENT MANAGER","MERRILL LYNCH","Merrill Lynch","h1001474193 "
"7077","06/02/2006",2006,1000,"RW","VP","MERRILL LYNCH","Merrill Lynch","h1011184477 "
"7078","10/31/2006",2006,1000,"DL","ATTORNEY","MORGAN STANLEY","Morgan Stanley","b0060200102 "
"7079","07/10/2005",2006,500,"DL","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","e1110923960 "
"7080","09/12/2006",2006,500,"DL","V P COMMERCIAL REAL ESTATE BANKING","BANK OF AMERICA","Bank of America","i3003864596 "
"7081","09/28/2006",2006,500,"RL","REAL ESTATE BROKER","BANK OF AMERICA","Bank of America","i3003913444 "
"7082","10/18/2006",2006,500,"RP","INVESTMENT BANKER","JP MORGAN","JPMorgan Chase & Co","f1000229583 "
"7083","10/08/2006",2006,500,"RW","DIRECTOR","MERRILL LYNCH","Merrill Lynch","h1001318263 "
"7084","02/02/2006",2006,1000,"RW","EQUITY ANALYST","MORGAN STANLEY","Morgan Stanley","h3001358957 "
"7085","09/01/2005",2006,500,"RP","EQUITY ANALYST","MORGAN STANLEY","Morgan Stanley","h3001358957 "
"7086","10/07/2006",2006,500,"DL","V P COMMERCIAL REAL ESTATE BANKING","BANK OF AMERICA","Bank of America","i3003864596 "
"7087","10/16/2006",2006,500,"RL","BANKER","JP MORGAN","JPMorgan Chase & Co","h3001260648 "
"7088","04/29/2005",2006,500,"RP","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","e1110696029 "
"7089","02/25/2005",2006,500,"RP","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","i3003103273 "
"7090","02/16/2005",2006,500,"RP","VICE PRESIDENT","WELLS FARGO","Wells Fargo","h3001705560 "
"7091","12/05/2005",2006,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h3001945029 "
"7092","10/16/2006",2006,500,"RL","BANKER","JP MORGAN","JPMorgan Chase & Co","h3001260648 "
"7093","11/30/2005",2006,500,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f1000714842 "
"7094","09/26/2006",2006,500,"RL","","JP MORGAN","JPMorgan Chase & Co","i3003899797 "
"7095","05/19/2006",2006,500,"DW","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","i3003390952 "
"7096","12/09/2005",2006,500,"RL","PORTFOLIO MANAGER","MORGAN STANLEY","Morgan Stanley","h1001339932 "
"7097","10/06/2006",2006,500,"DW","PUBLIC RELATIONS","JP MORGAN","JPMorgan Chase & Co","i3003894602 "
"7098","09/12/2006",2006,500,"DL","BANKER","BANK OF AMERICA","Bank of America","h3001650643 "
"7099","08/29/2006",2006,500,"RL","HEALTH MGMT ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003793013 "
"7100","11/29/2005",2006,2000,"DW","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","f1100286491 "
"7101","11/18/2005",2006,5000,"PI","INVESTMENT BANKER","JP MORGAN","JPMorgan Chase & Co","i3003463800 "
"7102","05/19/2006",2006,500,"RW","SALES MANAGER","WELLS FARGO","Wells Fargo","i3003708180 "
"7103","03/29/2005",2006,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1001455318 "
"7104","10/08/2006",2006,500,"RW","REGISTERED CLIENT ASSOCIATE","MERRILL LYNCH","Merrill Lynch","i0001266951 "
"7105","06/08/2006",2006,500,"RW","BANK CONSULTANT","WELLS FARGO","Wells Fargo","i3003739235 "
"7106","08/23/2005",2006,1000,"RW","CEO","BANK OF AMERICA","Bank of America","e1110065205 "
"7107","11/03/2006",2006,1000,"RW","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","g1106304143 "
"7108","12/13/2005",2006,500,"DW","BANKER","BB&T","BB&T Corp","i3003529402 "
"7109","03/04/2005",2006,500,"RP","SALES","MERRILL LYNCH","Merrill Lynch","h1001332275 "
"7110","03/25/2005",2006,500,"RW","BROKER","MERRILL LYNCH","Merrill Lynch","h1001303835 "
"7111","11/03/2006",2006,500,"RP","CONSULTANT","MERRILL LYNCH","Merrill Lynch","g1100881240 "
"7112","10/17/2006",2006,500,"RP","FINANCE","MORGAN STANLEY","Morgan Stanley","h1001336616 "
"7113","08/20/2005",2006,500,"RL","BANKER","BB&T","BB&T Corp","g1101113426 "
"7114","11/21/2005",2006,500,"RW","RETIRED","MERRILL LYNCH","Merrill Lynch","b0608620334 "
"7115","11/21/2005",2006,1000,"DW","CEO","M&T BANK","M&T Bank","d10068041601"
"7116","09/19/2006",2006,500,"RL","EXECUTIVE","GOLDMAN SACHS","Goldman Sachs","i3003881305 "
"7117","04/28/2005",2006,500,"RP","SALES","MERRILL LYNCH","Merrill Lynch","h1001332275 "
"7118","08/09/2006",2006,500,"RW","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","a0000268380 "
"7119","03/06/2005",2006,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1001324684 "
"7120","03/29/2005",2006,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1001324684 "
"7121","10/14/2005",2006,500,"RW","BANKER","JP MORGAN","JPMorgan Chase & Co","a0001068421 "
"7122","10/26/2006",2006,500,"RW","INVESTMENT ADVISOR","MORGAN STANLEY","Morgan Stanley","h3002151515 "
"7123","08/14/2006",2006,500,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003911914 "
"7124","08/22/2005",2006,250,"RP","HOME MORTGAGE CONSULTANT","WELLS FARGO","Wells Fargo","i3003368674 "
"7125","08/10/2005",2006,250,"RP","PORTFOLIO MANAGER","WELLS FARGO","Wells Fargo","i3003348428 "
"7126","08/08/2005",2006,250,"RP","VICE PRESIDENT","BANK OF AMERICA","Bank of America","i3003360710 "
"7127","08/19/2005",2006,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h3002120467 "
"7128","10/05/2005",2006,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003442022 "
"7129","02/03/2005",2006,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i0001263953 "
"7130","02/04/2005",2006,250,"RP","INFORMATION TECHNOLOGY MNGT.","MERRILL LYNCH","Merrill Lynch","h3001186547 "
"7131","06/29/2005",2006,500,"DL","ATTORNEY","WELLS FARGO","Wells Fargo","h1001172905 "
"7132","10/22/2006",2006,500,"DW","VICE PRESIDENT","GOLDMAN SACHS","Goldman Sachs","i3003940703 "
"7133","09/26/2005",2006,500,"DL","INVESTMENT MANAGER","JP MORGAN","JPMorgan Chase & Co","h3001444404 "
"7134","01/21/2005",2006,250,"RP","MANAGING DIRECTOR","BANK OF AMERICA","Bank of America","h3002141348 "
"7135","02/14/2005",2006,500,"PI","ANALYST","GOLDMAN SACHS","Goldman Sachs","h3001559542 "
"7136","08/02/2005",2006,250,"RP","ENERGY TRADER","GOLDMAN SACHS","Goldman Sachs","i3003370158 "
"7137","04/29/2005",2006,250,"RP","FINANCE","MERRILL LYNCH","Merrill Lynch","h1001412984 "
"7138","01/31/2006",2006,250,"DL","WEALTH MANAGER","M&T BANK","M&T Bank","i3003559168 "
"7139","11/04/2006",2006,250,"RW","BANK EXEC","BB&T","BB&T Corp","f1000632427 "
"7140","09/25/2005",2006,500,"DL","INVESTMENTS","MERRILL LYNCH","Merrill Lynch","i3003400851 "
"7141","05/08/2006",2006,500,"DW","VICE PRESIDENT","GOLDMAN SACHS","Goldman Sachs","h3001634318 "
"7142","11/01/2006",2006,250,"DW","INFORMATION REQUESTED","MORGAN STANLEY","Morgan Stanley","e1120196238 "
"7143","12/14/2006",2006,500,"DW","EXECUTIVE","WELLS FARGO","Wells Fargo","h1001452970 "
"7144","07/21/2005",2006,500,"DL","FINANCIAL PLANNER","MORGAN STANLEY","Morgan Stanley","i3003386326 "
"7145","05/11/2006",2006,500,"DW","VENTURE CAPITALIST","JP MORGAN","JPMorgan Chase & Co","g1100478737 "
"7146","09/24/2005",2006,250,"DW","BANKING","BB&T","BB&T Corp","i3003402887 "
"7147","04/12/2005",2006,250,"RP","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","i3003227191 "
"7148","10/13/2006",2006,250,"RP","FINANCE","MERRILL LYNCH","Merrill Lynch","i3003913747 "
"7149","12/12/2005",2006,500,"PI","CONSULTANT","MORGAN STANLEY","Morgan Stanley","d0000730846 "
"7150","06/30/2005",2006,500,"DW","VENTURE CAPITALIST","JP MORGAN","JPMorgan Chase & Co","g1100478737 "
"7151","11/08/2006",2006,250,"RL","BANK EXECUTIVE","WELLS FARGO","Wells Fargo","h3001535981 "
"7152","03/19/2006",2006,500,"DW","EXECUTIVE DIRECTOR","GOLDMAN SACHS","Goldman Sachs","h3001559542 "
"7153","06/28/2005",2006,250,"RP","FINANCIAL CONSULTANT","MERRILL LYNCH","Merrill Lynch","h1001324684 "
"7154","09/29/2006",2006,250,"RW","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i3003861493 "
"7155","10/21/2006",2006,250,"DP","VICE PRESIDENT","GOLDMAN SACHS","Goldman Sachs","i3003936119 "
"7156","06/23/2006",2006,250,"PI","BANKING","MORGAN STANLEY","Morgan Stanley","i3003744826 "
"7157","06/30/2006",2006,250,"PI","SALES","MORGAN STANLEY","Morgan Stanley","i3003747349 "
"7158","12/12/2005",2006,250,"RL","INVESTOR","MERRILL LYNCH","Merrill Lynch","i3003440164 "
"7159","09/18/2006",2006,250,"RW","BANKER","BANK OF AMERICA","Bank of America","i3003803412 "
"7160","01/14/2005",2006,250,"DP","BANKER","JP MORGAN","JPMorgan Chase & Co","h3001849781 "
"7161","05/13/2005",2006,250,"PI","PROGRAMMER","WELLS FARGO","Wells Fargo","g1100926076 "
"7162","03/31/2006",2006,500,"DL","TRADER","MORGAN STANLEY","Morgan Stanley","i3003561690 "
"7163","10/26/2006",2006,500,"DP","ASSISTANT GENERAL COUNSEL","BANK OF AMERICA","Bank of America","h3001334697 "
"7164","02/11/2005",2006,500,"DP","BANKER","JP MORGAN","JPMorgan Chase & Co","f1000662337 "
"7165","12/06/2005",2006,500,"DW","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i3003510960 "
"7166","12/29/2005",2006,250,"RP","STOCKBROKER","MERRILL LYNCH","Merrill Lynch","e1110548597 "
"7167","02/08/2005",2006,250,"DP","VICE PRESIDENT","GOLDMAN SACHS","Goldman Sachs","i3003137852 "
"7168","07/27/2006",2006,250,"RL","BROKER","MERRILL LYNCH","Merrill Lynch","i3003870007 "
"7169","08/18/2006",2006,250,"RL","BROKER","MERRILL LYNCH","Merrill Lynch","i3003816256 "
"7170","06/13/2006",2006,500,"RL","ANALYST","MERRILL LYNCH","Merrill Lynch","h3001533980 "
"7171","10/13/2006",2006,250,"RP","BANKER","JP MORGAN","JPMorgan Chase & Co","i3003811566 "
"7172","10/14/2005",2006,500,"DW","BANKER","MERRILL LYNCH","Merrill Lynch","h3001695698 "
"7173","12/11/2006",2006,250,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","i3003969189 "
"7174","08/26/2005",2006,250,"DL","BROKER","MERRILL LYNCH","Merrill Lynch","i3003385945 "
"7175","10/17/2006",2006,250,"RW","WEALTH MANAGEMENT","GOLDMAN SACHS","Goldman Sachs","i3003857882 "
"7176","07/21/2005",2006,250,"RP","MANAGING DIRECTOR","BANK OF AMERICA","Bank of America","h3002141348 "
"7177","09/29/2006",2006,250,"RW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003806854 "
"7178","11/03/2006",2006,250,"DL","FINANCE","MORGAN STANLEY","Morgan Stanley","i3003959186 "
"7179","10/13/2006",2006,250,"DP","FINANCE","MERRILL LYNCH","Merrill Lynch","i3003853907 "
"7180","03/31/2005",2006,500,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","g1100742687 "
"7181","04/30/2005",2006,250,"RW","ACCCOUNT EXECUTIVE","MERRILL LYNCH","Merrill Lynch","i3003844333 "
"7182","10/10/2006",2006,250,"DP","VP","MORGAN STANLEY","Morgan Stanley","f0000135669 "
"7183","10/17/2006",2006,250,"DP","FINANCIAL ANALYST","MERRILL LYNCH","Merrill Lynch","i3003899220 "
"7184","10/02/2006",2006,250,"DP","BANKER","BANK OF AMERICA","Bank of America","f9000162981 "
"7185","03/29/2006",2006,250,"RL","COMMERCIAL BANKING","BB&T","BB&T Corp","i3003573362 "
"7186","08/23/2005",2006,250,"RL","BANKER","BB&T","BB&T Corp","f1100259204 "
"7187","10/22/2006",2006,250,"DP","SOFTWARE ENGINEER","BANK OF AMERICA","Bank of America","h3001774764 "
"7188","10/25/2006",2006,250,"RP","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","d1007614220 "
"7189","03/17/2005",2006,250,"RP","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","i3003124910 "
"7190","05/05/2005",2006,250,"DL","REGIONAL PRESIDENT","WELLS FARGO","Wells Fargo","i3003273176 "
"7191","09/19/2006",2006,250,"DW","ATTORNEY","WELLS FARGO","Wells Fargo","i3003819625 "
"7192","06/01/2006",2006,250,"DL","BANKER","WELLS FARGO","Wells Fargo","h3001833634 "
"7193","05/20/2006",2006,250,"DL","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","f0000039695 "
"7194","10/13/2005",2006,250,"DP","EQUITY SALES","BANK OF AMERICA","Bank of America","h3001897442 "
"7195","06/15/2005",2006,250,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","f1100227650 "
